42,2261
31,7091
20,4821
53,3779
20,6521
28,6745
77,3779
39,3257
56,4159
57,8749
32,7187
76,4217
67,10189
54,7777
48,7947
59,6565
80,9367
61,5425
43,3275
65,7729
37,9717
58,3611
46,2873
68,11569
41,7571
49,7851
35,5971
30,3989
28,6649
33,12887
63,3327
57,7345
20,10145
71,11125
57,2963
41,7141
48,8397
20,6399
21,8291
59,3287
47,5429
76,6639
55,2631
54,7905
47,8783
67,3701
44,5527
40,6553
45,5165
25,4465
27,5661
31,6013
42,10737
36,5093
77,4807
41,4387
22,3459
52,8915
41,6227
65,3009
43,10945
60,6229
27,5139
26,3661
25,10629
60,12705
22,5591
36,7121
46,7095
38,2777
30,6321
77,4591
28,4381
70,4869
68,10601
42,6727
38,4707
36,5727
71,8365
34,10531
50,7047
35,9621
33,5613
59,6223
31,2189
45,13929
23,7281
31,2739
39,4583
76,5495
49,7627
44,3943
35,4847
32,3177
53,11043
56,4227
46,5365
23,4809
51,6299
42,2189
64,6799
59,6603
64,3847
60,3843
72,2115
58,3365
54,4835
49,6383
51,9779
20,7097
53,3205
78,5991
67,5443
52,4979
76,4421
50,6567
49,11097
32,13931
36,12211
66,3071
44,5271
52,5345
58,5427
67,4141
80,16987
79,5261
27,5767
44,2735
69,3579
39,5255
62,6901
67,3815
55,5027
61,4269
62,4285
45,4945
34,6017
35,13177
61,4833
28,2649
34,5769
23,9995
46,9311
46,8365
75,8827
77,8073
38,4519
21,3123
37,6663
40,2655
56,7971
31,9257
31,4061
41,6459
49,4603
25,7297
75,7701
22,4087
27,9141
71,2917
55,4583
62,6909
76,4699
50,4463
35,4483
35,10263
30,4571
46,9973
57,4619
45,5031
48,4675
37,9381
33,18463
45,5557
30,6833
70,5181
75,5545
55,2777
31,6085
52,6733
32,4427
67,7823
31,3769
48,2813
62,3465
48,9293
69,6991
37,5651
45,9603
20,9769
42,2723
68,2763
65,14007
30,2647
72,6785
54,5531
52,6897
48,9981
61,7373
30,2965
21,5589
52,2883
43,10077
29,7335
33,11015
30,2831
63,7561
29,13097
34,7977
60,3211
64,7311
65,4449
55,5395
43,5923
80,10503
67,5061
45,8947
78,5531
30,11971
22,5439
47,3691
45,13081
69,12305
36,8009
29,8023
68,4991
79,6223
57,9965
78,9103
32,5461
27,3523
47,5799
64,7653
40,11679
71,3653
62,7451
37,6461
33,11421
54,7439
59,6927
45,2969
54,12017
72,9763
21,4807
38,3497
62,8909
28,7273
37,9161
46,2923
29,8397
65,3269
54,4677
35,4635
66,8199
36,6605
66,10197
26,9025
72,5201
29,3051
65,7493
78,15583
30,3181
65,8261
41,3171
37,5101
52,6725
55,11663
46,3629
78,7319
27,7321
63,2229
70,4119
31,6211
59,5319
65,5789
76,4225
34,5159
28,2873
72,5223
70,7959
57,1995
29,3867
26,16935
72,10747
67,6923
48,3657
77,5845
23,3669
45,9325
77,3559
69,5517
51,4531
79,10457
77,7211
70,3649
65,3801
69,3963
55,8341
22,8671
56,6751
54,9821
80,6849
39,4021
35,4807
71,8219
29,4385
49,8247
35,5201
41,4221
36,3907
49,7403
77,5153
39,5985
31,3927
69,3653
53,2951
69,8043
50,5021
80,3827
70,6345
22,8941
24,6201
78,5555
52,2597
41,9575
49,6507
63,20285
53,3143
78,2619
38,6417
64,3883
66,2777
34,5105
35,14547
61,4273
78,3721
75,6013
31,5545
78,8131
69,7333
39,7387
33,2957
72,3943
66,6835
23,4573
26,3693
79,4227
51,6527
80,3285
58,5679
37,9401
58,4849
51,7239
38,5049
24,5199
27,5307
80,5301
68,13009
24,5415
63,3855
59,4459
38,4753
76,12213
41,4369
68,5963
27,4151
63,3605
77,5315
76,5883
41,14121
78,3451
54,5443
26,5617
53,7379
71,17557
39,4029
80,5887
25,7505
31,9141
77,5369
76,8829
70,4795
76,4781
78,7763
50,6173
42,6541
37,12475
70,4163
28,8477
70,7569
22,8259
52,12795
24,4327
39,4357
57,9669
69,10621
40,9287
67,3955
27,2933
52,4479
71,3533
37,5281
68,4663
26,5515
23,3611
57,5335
27,10097
24,5577
64,5291
72,4797
61,5357
54,4329
53,8925
71,6409
29,5061
74,6945
31,4047
23,3441
37,3337
48,5387
38,6899
40,7663
79,5289
75,9963
58,5007
67,5119
42,4219
53,6831
26,2401
34,9051
55,5967
57,4759
26,9621
22,5057
60,6819
67,6685
25,5417
80,4701
64,5709
61,5805
78,4719
65,7585
70,10823
31,5007
73,15515
80,6139
33,7741
61,3885
21,5039
70,4963
64,4369
23,4395
47,5061
21,4199
33,3357
24,5855
56,6253
56,7541
42,6395
61,6651
44,3611
37,14973
53,7155
51,6137
51,3213
30,5877
28,4927
65,2307
45,6019
68,8473
27,6281
53,10631
55,6963
41,11467
54,9893
72,5581
44,5753
53,3375
53,12399
51,4373
68,7659
51,6981
74,2575
59,8417
77,6253
55,7939
37,3831
44,8191
54,7043
73,2887
72,8809
25,5343
20,6535
49,14863
73,3681
77,6695
46,4075
38,4291
20,5267
54,5635
22,16491
52,7407
38,4725
32,3639
71,10855
65,5525
32,4989
56,6611
67,8849
31,4309
38,7023
35,10171
37,4799
46,6149
73,4377
79,4213
68,3811
53,6925
70,18863
49,5277
43,7435
59,4933
47,4923
37,5949
74,7985
66,6977
39,6905
60,7473
65,4161
49,5999
73,9219
42,7275
35,2543
61,6051
34,4169
28,11443
53,6143
26,11275
20,4551
52,8053
22,6249
23,3901
57,6061
48,5895
61,6349
47,4545
60,4591
24,6887
79,6041
49,6865
60,6801
37,7421
67,5231
56,5333
77,4821
22,9199
30,9281
48,11479
46,7397
42,4285
31,6711
22,6333
77,6621
72,4453
76,3517
59,6273
67,7685
75,5011
28,2083
69,3827
53,2207
50,5587
72,2535
39,3887
66,6155
63,6793
53,3957
30,4469
38,4649
47,4753
46,2439
27,4601
55,4951
47,5939
27,6327
38,5465
26,3921
22,6959
62,8945
53,8451
76,3207
40,3117
69,4519
56,3057
77,3613
69,6595
79,6793
52,9249
78,5221
62,3487
62,14615
22,2547
34,8273
26,4347
68,3699
36,5963
60,3179
60,7043
52,4977
75,3865
50,5001
32,2661
52,5127
37,5085
29,7809
71,4487
55,4579
38,11533
61,7967
24,4617
26,10993
36,13089
73,2431
23,3913
39,9079
60,7165
33,4303
20,3475
20,8977
36,2091
30,4153
36,6835
31,5993
77,6443
35,5725
48,13669
54,3059
71,7449
64,3485
54,4511
30,8329
52,9253
69,3145
54,7239
44,8843
66,3475
77,6989
60,7285
78,5791
58,7131
20,9903
20,3441
76,9099
34,4223
60,10017
57,9857
23,4105
63,2417
56,3321
49,6295
23,6837
70,2345
22,5531
58,6279
57,6483
65,6503
73,7121
23,4479
63,3771
71,13269
59,6047
67,10809
58,8619
80,3523
54,7619
23,24377
26,4423
32,5171
68,5339
42,1831
33,5711
64,6537
21,4751
28,3513
34,6449
55,2483
30,9405
35,6329
25,6231
40,4499
21,4411
80,7947
48,9427
59,4901
53,11253
42,11339
23,14077
35,5293
69,4641
67,3559
31,3409
58,7469
48,4759
61,5977
56,2755
28,8545
58,11857
65,6199
29,8323
30,6823
78,3497
57,8659
34,5751
47,11859
32,3543
52,3753
77,9363
34,5925
46,11199
24,10373
56,8975
27,4311
24,2823
44,3473
30,2417
23,14327
24,6165
74,4283
74,5049
20,10311
32,4365
46,2931
35,4873
34,5881
36,6475
57,4127
59,7375
49,3093
70,5911
21,5527
28,2045
75,7721
54,9821
44,3831
32,7141
73,1693
56,9643
80,11295
38,2585
71,8383
54,4299
40,6655
65,3475
63,12147
21,8127
46,3665
63,4877
69,2767
21,3373
73,4555
23,9345
28,13935
66,8685
36,6153
61,9025
49,7485
61,4643
77,6003
80,4455
58,6227
38,2985
38,3777
59,5707
26,2483
53,8667
70,9731
32,9047
56,5107
60,3645
34,5205
44,8485
22,5445
43,7183
59,7711
62,6333
58,7293
63,2927
56,4495
75,6567
73,4721
79,2099
34,7013
23,6559
72,6219
56,10543
37,7243
56,4249
45,3107
60,5617
55,7025
24,5405
27,8349
46,4439
78,12859
20,11223
52,4735
41,9953
24,11745
21,3543
63,5207
23,15941
69,15729
39,4453
60,4913
45,4623
54,7337
60,12525
35,19981
70,8253
47,7837
45,4885
29,5333
80,6839
52,4437
27,6713
38,11453
36,4867
37,4623
48,5587
23,6353
25,10567
68,4333
72,8999
59,6023
48,8419
42,6189
63,4337
20,6919
50,5837
76,6569
31,8641
47,4417
25,2527
69,4651
66,3321
39,15253
74,4041
76,10557
40,3899
66,6955
60,4197
37,2685
32,5805
28,5669
45,7563
42,3165
44,5535
20,3765
72,4713
45,7295
60,3401
51,3015
28,5567
40,11331
71,8575
23,7081
65,2599
73,3797
56,5513
23,5993
62,3109
68,2771
71,4139
29,4923
30,3647
56,3651
20,3603
54,8695
56,6169
69,7063
50,5089
64,5575
39,6497
36,6257
63,4199
52,4889
53,7861
73,3625
20,3761
44,5367
73,7987
73,4931
76,7969
38,18263
51,8439
77,12599
62,4259
43,3709
76,7601
39,3591
50,11869
46,11819
28,8425
38,6291
69,8839
43,4139
71,4401
72,5779
32,4563
64,3465
54,1959
63,2037
44,6003
27,12591
48,3963
69,5125
57,9195
59,5715
74,6255
57,3983
36,10773
45,5421
50,3797
70,5821
78,6693
28,7153
31,5787
51,6183
76,4913
70,4791
75,2727
57,2045
31,7685
22,6031
66,5781
57,6999
20,3499
63,9231
33,7745
60,8483
23,5893
61,3751
72,6161
31,7411
56,8243
66,3121
75,4349
76,3465
45,3983
50,6979
45,7059
54,4931
48,6599
59,8917
63,4577
45,6095
68,2503
53,6853
75,3683
62,7961
47,10821
50,6085
30,3965
56,3583
27,5383
25,2847
42,2829
79,4957
56,14747
29,7685
57,8295
20,4121
79,3925
22,5617
55,6763
51,6361
24,2883
49,5025
32,1675
52,12809
56,11043
50,4633
34,6309
58,4027
67,7103
21,12693
27,2443
48,5727
55,9319
21,11351
73,3983
45,8147
71,6883
63,3687
21,3637
68,6193
78,6079
77,3579
64,3455
49,4029
58,5583
42,4099
27,8625
27,7593
27,4177
71,4221
51,5807
80,5061
40,9029
69,5471
30,6729
67,12549
41,6045
68,5495
47,6541
47,6863
74,4735
59,2933
60,7589
36,11193
31,2855
40,7095
31,5463
47,7723
54,4077
54,4809
46,3613
56,3585
40,2861
53,5569
52,8925
60,5035
78,3079
67,2701
52,11677
25,4815
39,13485
41,2629
64,7199
25,4171
42,6875
47,4269
26,6629
34,8797
21,11805
55,6585
46,2741
47,1867
35,2857
54,8449
74,8695
33,4485
65,3995
44,9895
42,7501
47,9069
79,13443
61,7709
39,4931
63,7697
31,5911
57,10501
61,3419
59,6009
64,3915
61,6339
56,10015
72,5133
70,6903
67,4337
27,2437
64,9787
40,10155
37,15659
53,6195
75,6261
58,1779
74,5287
80,5401
57,5699
65,5331
22,6677
53,9417
54,8213
55,4571
74,3089
50,2879
73,5475
35,6035
78,14987
52,7177
62,6371
63,14683
44,3671
43,4749
46,3905
67,3125
65,7969
53,4801
52,8485
73,4029
31,1749
46,6167
74,5081
31,7687
47,4777
50,8379
59,3109
51,4213
41,5465
39,5557
50,2251
48,8007
43,4913
35,11739
65,4029
30,7601
37,4023
32,6649
60,6909
43,2711
37,2139
29,5539
43,9727
73,4705
33,8941
42,6881
55,6177
67,6697
25,3775
78,3073
51,3521
50,4041
47,4001
71,9081
33,9123
23,5281
72,6469
76,14511
66,13057
67,3733
21,6725
44,5355
47,1167
22,4093
40,5797
41,7981
46,3343
66,8103
66,8825
75,5549
41,12809
37,5693
24,6849
26,5637
55,4029
23,3577
47,4563
37,5143
62,3531
57,7241
27,8369
45,5389
69,3379
22,4079
66,4243
61,4747
54,7331
64,5009
71,7835
41,4973
72,3735
29,4431
25,10713
79,5371
37,7513
25,5089
57,2769
30,12323
26,5227
50,6525
62,6385
21,4753
23,10655
48,2551
57,5975
43,8989
65,5073
71,4973
75,5575
68,10179
51,4449
32,3933
66,4773
42,5201
41,7537
78,7611
27,4273
47,5375
80,10067
42,2969
56,5781
62,7441
54,7199
62,5235
74,10905
26,7867
48,4079
57,3371
31,2707
24,7071
34,4113
61,5023
40,6323
34,4795
43,8761
68,4705
78,8855
25,3017
67,3883
54,10553
37,5023
57,4079
67,8245
73,7849
69,5949
39,6181
41,7647
28,1937
69,5453
70,7001
74,5045
76,9177
73,4753
38,6559
50,6113
76,3617
63,6777
56,5421
78,4539
23,2569
79,4605
23,6369
47,2549
50,2737
42,7613
34,17231
80,4633
75,5623
50,5147
59,3607
64,3295
26,8357
34,5847
33,4113
67,4335
20,13497
48,5581
21,12097
76,3533
51,16053
57,1939
25,3469
75,4933
46,6421
50,7813
43,3919
38,6813
74,6741
23,12185
80,7423
77,5657
78,7155
70,4175
44,6195
76,5179
64,5807
76,17577
61,9779
29,9577
71,5069
67,12633
24,2925
30,1673
22,2267
31,5803
25,11053
75,7879
26,5885
46,9005
26,3893
56,10721
41,4945
65,6815
65,4609
29,5323
63,6461
75,11365
59,9767
74,9049
75,3961
47,3375
72,11005
52,8715
71,3465
37,7455
20,7895
74,5773
79,4821
76,4783
54,6881
76,5789
50,13351
58,11041
71,3395
63,6153
67,8873
58,4681
49,2977
59,6275
52,6371
67,3765
64,2357
46,9791
60,5663
72,4389
80,3791
64,7693
46,10271
76,4201
43,4017
65,7691
60,13237
51,11091
34,3583
50,7147
21,6523
44,5493
65,9829
44,7619
64,3397
55,8535
63,8971
71,4843
28,3577
37,5115
22,5105
24,9605
66,11013
25,5307
45,3185
20,9101
53,6991
42,8793
37,4415
72,12437
45,5113
62,8625
49,5107
59,6099
24,7997
40,4195
32,5225
44,4629
48,8565
38,3819
24,6491
57,6549
73,3779
36,5735
20,6143
69,3511
33,4539
20,5427
57,4607
34,4243
35,2515
71,3363
80,3875
28,3775
38,6365
44,7787
66,6313
54,5435
44,4745
78,7661
77,3011
45,9447
33,4361
65,7741
43,8761
47,3607
49,2321
40,4019
75,5615
43,4311
79,3027
69,14375
56,2537
79,7483
36,4437
38,3321
73,8031
37,7285
64,3939
75,2831
37,12385
71,2849
40,3691
25,7247
75,4051
51,6081
23,7345
40,2221
28,11617
47,14427
31,3109
22,4755
75,5607
24,3833
45,3921
28,3827
38,6431
28,8581
23,6961
70,9173
28,2961
22,15681
78,8441
35,5851
75,10205
42,10919
63,4691
29,7405
70,6399
51,4441
65,2085
39,2557
39,6791
40,13995
23,2685
67,4451
47,4573
29,4595
43,23447
62,6105
55,6183
20,4913
35,1977
20,7489
33,5183
68,14665
68,3647
52,4927
27,8285
36,5093
38,6859
53,14547
26,4829
25,5639
23,9535
49,11223
64,9115
48,6747
53,5513
54,5435
69,4251
31,5965
74,2945
48,4437
29,7113
53,4937
67,7435
26,3245
22,4503
20,20747
27,3467
58,8557
70,4983
55,6225
26,3459
23,4959
70,8595
35,5781
62,2881
79,7631
80,10851
27,5173
41,6007
68,6641
40,7845
29,2661
75,5823
70,6269
58,3585
49,5415
43,4909
35,5671
33,3249
41,8979
36,9697
65,10191
59,7661
66,6239
35,3429
31,5049
45,4057
68,3669
24,4325
70,3743
63,5913
75,4187
38,8691
59,5415
64,5505
37,5941
54,4033
60,4921
39,7149
35,1981
58,6001
51,5845
20,6147
35,3077
75,8245
50,4785
74,9243
75,3693
40,7237
77,4797
40,5733
20,3745
63,1799
41,5515
59,5869
77,4299
22,3843
49,10483
34,9659
54,9461
46,2959
50,7245
78,5329
62,3553
48,13269
35,5465
50,5715
80,7141
63,9819
31,6361
63,7719
45,5381
26,13343
27,29623
29,4317
24,5711
21,5323
57,4771
46,8511
34,7875
66,8695
32,4541
46,14283
79,6743
36,12731
44,7643
77,4309
66,5009
37,5593
48,6401
32,4565
23,4865
53,3813
23,3683
35,6769
79,5961
72,6255
31,4867
40,4515
66,7971
70,4463
27,4843
63,5133
43,7021
20,7689
25,8639
78,9247
45,4281
57,9787
71,5461
49,4733
30,5013
48,7373
66,2519
71,7491
26,4585
52,4055
64,7625
71,3673
39,5001
79,5207
25,5645
61,7997
38,10089
27,2677
62,2335
78,11731
79,2863
65,5549
28,4137
35,3233
54,9399
78,2753
20,5449
23,8925
51,2725
55,5227
52,4247
30,7817
34,4911
49,6843
64,10129
62,6269
61,4003
63,8645
27,17861
47,3995
33,3009
22,8233
24,2871
28,1847
79,9805
56,5509
39,5165
72,5981
63,7997
78,6933
23,3563
44,5997
49,4823
39,5425
69,15259
53,6469
60,5331
29,9295
61,8819
25,8131
22,11853
41,6039
57,6815
37,12151
42,8651
63,9789
48,4687
52,5821
63,5393
45,5703
26,9877
32,3999
46,3951
68,11009
51,4581
68,11365
52,3939
78,2273
20,5885
74,4639
74,6361
67,4379
64,6989
22,9945
31,3555
55,5491
42,8039
70,7413
79,5737
37,11605
42,7279
62,5983
45,17207
80,6023
80,7753
66,12621
45,3139
68,5023
24,2911
39,5289
21,5003
55,10345
49,5321
31,6601
30,10243
45,5171
68,6527
32,7139
27,6737
64,4297
69,2831
62,12073
78,8337
25,8501
62,5289
50,7863
61,3569
69,7545
47,6833
52,11645
80,4877
22,3111
73,4967
21,4237
61,8093
69,6319
63,7133
53,10255
55,4893
34,3767
70,2757
68,5457
58,4737
27,10803
67,10701
59,6043
67,4433
44,7409
75,9199
47,5301
74,5087
74,3219
26,4273
37,5831
71,8189
35,5511
55,7401
51,3677
23,6841
21,3323
24,4811
71,6485
48,4309
79,8423
34,8213
59,8251
27,18303
62,6015
64,3627
41,3653
71,5535
64,4777
79,4265
40,8339
56,4591
27,3553
33,9993
66,3693
64,1755
75,5285
22,3387
75,7687
73,5105
39,11203
37,3399
35,4535
24,6529
72,5357
29,8201
51,8139
37,6899
45,5299
24,4993
24,11301
54,5501
72,12025
54,6063
30,6431
56,5325
20,5099
22,7137
43,3061
53,7583
73,10417
54,4549
32,4355
53,4801
50,11065
32,6739
51,7491
34,5985
36,4965
77,5887
26,7307
61,9433
21,6503
48,5657
46,7377
73,7301
52,9869
69,8437
31,2543
55,5131
23,3405
37,6161
69,3993
55,5857
29,8017
58,4201
68,5709
34,8221
25,6923
78,2965
35,5241
78,5621
30,8467
20,3953
66,3451
27,4331
55,4325
32,4915
52,3007
31,5199
79,10581
76,6699
79,7301
59,5507
67,2873
49,3545
26,10003
79,4763
22,3829
29,6899
21,2323
55,8465
34,8879
75,11557
32,4169
53,2981
59,3841
60,4119
62,7255
59,6969
30,4541
34,9983
26,9883
56,4267
44,18425
69,7515
56,2947
29,3757
64,6573
40,11397
72,7455
49,8521
32,8521
48,8763
45,4575
40,6539
51,10945
41,6313
75,6473
77,6207
67,8237
25,6501
60,6181
44,3939
45,6449
32,9255
23,2753
54,2757
60,3601
76,6461
79,5003
53,9619
72,6459
33,3945
74,6173
37,2395
38,2965
33,2187
74,5387
54,5423
64,3907
23,8905
79,2693
26,4311
46,4121
36,5857
35,4013
53,6491
63,7667
38,4521
50,13809
77,5933
63,4059
71,3127
35,3307
25,14751
65,11767
68,5947
67,6645
40,7713
73,5207
23,5987
25,4795
53,7777
47,3919
34,3785
48,5939
52,3073
27,7789
49,6671
80,6325
62,2913
69,6279
64,3011
22,8833
64,4313
42,10751
45,4473
41,4185
35,12423
71,6303
23,5721
51,11671
41,6083
79,2917
69,9995
77,6025
29,6475
61,5779
28,4435
62,4753
46,7515
67,7665
52,7113
41,6857
78,5687
64,12009
72,4969
53,3767
25,6165
57,7635
21,4999
54,11453
25,5159
43,6923
80,8351
27,5107
34,2061
27,5119
75,6623
76,8889
20,4921
42,3545
44,5245
59,8481
25,6167
37,7507
28,3213
70,2169
74,8771
69,3683
32,7545
21,5945
69,4749
25,8743
40,3771
47,4309
70,6687
71,6995
71,4751
65,4669
43,5255
76,5957
77,6169
79,4363
63,11375
41,1883
44,3577
31,4771
50,5919
32,10135
47,11445
73,4017
23,5021
70,6633
47,4421
71,6829
63,9275
62,3655
26,7645
52,8003
72,3213
51,3899
39,6475
54,4575
55,6233
77,5247
59,3551
41,6299
34,4365
40,6981
76,3487
59,3659
38,2457
45,7443
37,5309
70,4037
37,6449
31,7717
53,7603
29,2473
30,3557
31,4305
34,19705
27,4369
26,6053
37,3047
24,9171
80,4003
65,6701
78,5119
35,3075
44,5573
50,5337
33,5285
71,6925
52,2271
79,5139
61,3657
74,9305
51,6145
51,10535
74,3701
27,7969
31,3039
47,8251
33,4327
66,6123
69,6553
80,5365
74,7341
76,6829
52,5331
52,5645
80,6233
28,8545
74,2627
55,9129
61,4873
24,5615
43,8171
63,9171
45,7613
76,3077
33,3815
37,4755
30,7287
41,8185
66,6585
44,6249
25,2193
51,3921
80,7817
57,3099
48,4613
35,4709
74,11429
29,4937
65,4233
30,8573
65,4083
69,2783
79,7649
31,5905
78,5133
49,9175
64,3301
60,7269
66,2883
79,6925
49,5413
38,2381
38,7195
64,2661
59,4737
53,13773
23,5989
29,6983
52,8833
31,4235
66,3931
29,7943
72,9341
58,4935
59,3245
27,5161
72,3563
44,8609
28,5599
46,2853
59,3135
52,3729
36,3589
34,4295
55,5463
60,3823
72,5313
71,13281
31,11121
36,10575
27,5291
78,7527
29,3653
66,5609
35,7433
69,10071
40,8007
65,6079
48,2881
76,11271
29,4047
32,7359
26,22857
51,7787
37,6619
76,6651
59,12001
55,10615
26,5315
69,10091
34,10829
59,5869
29,7891
21,12993
77,8397
40,8507
71,6207
61,1817
52,2923
36,3901
24,7169
77,12955
22,2765
47,4045
42,2887
71,1861
20,6559
38,4261
56,4193
52,3355
56,9693
62,3917
56,5889
47,3873
69,7071
42,3845
37,9459
45,2851
22,7925
25,5223
22,4165
59,2769
27,12377
61,10037
50,12639
30,6955
39,2995
48,6977
39,3129
46,6585
36,4863
76,8347
77,3995
59,4517
32,7755
54,10783
40,4825
70,2923
27,5017
57,2993
31,3693
44,5537
28,3025
37,4303
71,6267
52,9295
43,2105
60,8917
42,7559
52,5035
77,6355
26,6443
40,5965
60,6099
33,11815
32,3081
47,8709
58,3421
22,4091
79,4035
51,4265
26,7517
61,9245
75,3781
67,3825
56,2169
75,4455
20,3201
56,7275
27,3391
27,3357
67,7927
39,5649
62,3867
20,7961
35,3233
52,8053
77,7905
41,5855
38,3249
54,7615
70,10159
42,3741
28,4131
64,4595
34,17923
42,8743
20,1947
22,6827
76,2771
31,12061
25,3523
53,8795
42,5317
79,14705
79,3867
62,6033
27,8083
22,4129
66,2729
28,2881
77,5241
29,3683
36,12289
59,5595
60,8079
20,3243
64,2759
76,5135
43,5631
35,7621
67,5777
52,5919
75,3293
42,8249
71,15467
46,3697
32,2391
46,7453
71,8871
38,4843
28,4977
46,8889
78,6643
43,5777
48,7899
48,4897
31,3421
63,6209
53,6701
65,9985
76,11495
70,2721
76,5099
46,4175
46,6121
38,7649
30,4845
65,5391
52,3263
46,4745
79,3799
78,3107
27,6815
60,11737
23,8735
58,8493
55,5693
77,4883
29,7985
25,15479
65,11777
38,7719
51,10653
59,3809
24,4639
71,3595
74,7399
29,8949
71,4125
34,3587
36,10215
43,2369
21,13077
21,4681
68,4845
31,3229
77,7035
62,5927
71,4517
76,6197
30,2173
76,12913
35,6765
40,7561
79,3023
68,4987
62,5565
26,7861
59,5473
53,5059
64,5793
61,4575
72,5663
23,8219
70,12021
43,8739
26,4093
29,4813
76,5113
31,11355
58,6431
29,3809
43,6263
36,5109
43,8161
78,4123
55,3411
47,5371
37,9813
45,5693
55,6153
33,3621
51,5979
78,4263
77,8773
41,13507
58,6283
41,6435
36,3541
35,6583
67,3607
21,4093
62,14557
43,7299
45,13731
22,8117
56,5619
51,8493
59,6277
54,9029
76,3759
69,6409
41,6423
29,9851
72,4635
42,6277
57,9801
21,4761
67,3215
64,2791
68,3241
34,5433
59,5535
22,6293
44,4635
44,4571
47,5579
51,10817
59,4419
29,9595
31,6247
42,4503
59,3143
27,5473
52,3667
61,3519
64,4385
67,4669
40,7683
29,4779
80,12959
74,4307
74,4845
43,2727
76,9213
28,4169
26,4729
76,5757
63,4127
62,4213
30,5083
59,5599
77,5599
38,2255
50,6571
69,5933
78,5899
41,4813
77,10417
26,3483
45,3837
52,2111
70,6743
70,6491
54,6443
57,3793
45,6953
74,4881
54,7787
71,7723
43,3415
48,5547
80,4929
49,5689
43,4765
51,3093
79,13177
31,4363
40,4759
45,9093
65,5913
65,5833
44,7939
38,4311
80,6389
71,7457
30,3869
78,10213
42,8325
69,5243
45,3223
35,6287
57,7065
21,4411
70,4907
38,6399
69,4727
36,3845
64,11585
38,6201
77,3977
47,1689
77,4497
77,2839
57,12589
44,6919
72,6449
42,3371
73,6203
76,7705
42,2781
72,6655
49,3061
62,5097
65,5173
55,3363
50,5905
72,5363
27,2857
23,5819
56,5803
25,3695
32,4847
23,3387
28,4553
63,2997
43,3931
30,3433
27,5451
73,3389
33,2151
52,5367
34,4163
52,13401
80,7133
37,8197
29,2643
50,6499
51,9519
80,6095
73,3307
66,3745
39,6733
79,6177
48,5817
34,6893
21,3061
71,8631
69,5561
45,2883
75,3399
74,8295
62,3409
58,7471
32,14707
75,4657
55,3881
52,4817
69,4943
77,5531
69,4787
43,5099
58,11337
76,18433
62,5121
67,4723
29,6465
63,8111
43,8243
22,18197
56,4167
68,3791
62,6037
42,5333
38,3289
25,11449
76,4301
70,5599
59,4371
21,10191
34,3757
51,2823
32,8793
27,9069
53,4209
22,4005
68,8895
